Entry	Info			Status	Organism	Organism ID
A0A1J5TC05	E-value: 52E-60;	Score: 517;	Ident.: 35.1%		unreviewed	Marine Group III euryarchaeote CG-Epi6	1889000
A0A1Z5SEV0	E-value: 52E-60;	Score: 518;	Ident.: 34.5%		unreviewed	Chitinophagaceae bacterium IBVUCB1	1985173
A0A2G4IBT4	E-value: 52E-60;	Score: 518;	Ident.: 35.8%		unreviewed	Gemmatimonadetes bacterium	2026742
A0A1G1SRX4	E-value: 53E-60;	Score: 518;	Ident.: 34.8%		unreviewed	Hymenobacter coccineus	1908235
A0A2N3U8F0	E-value: 55E-60;	Score: 517;	Ident.: 35.3%		unreviewed	Pontibacter ramchanderi	1179743
A0A1H5TRM5	E-value: 55E-60;	Score: 517;	Ident.: 34.4%		unreviewed	Algoriphagus boritolerans DSM 17298 = JCM 18970	1120964
A0A2V6D1B0	E-value: 55E-60;	Score: 518;	Ident.: 35.0%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6J0V1	E-value: 55E-60;	Score: 518;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2A6RHU5	E-value: 58E-60;	Score: 517;	Ident.: 36.1%		unreviewed	Chloroflexi bacterium Kir15-3F	2024553
A0A2V6CD87	E-value: 58E-60;	Score: 518;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
A0A231S080	E-value: 66E-60;	Score: 517;	Ident.: 34.5%		unreviewed	Bacillus sp. DSM 27956	1955699
A0A1U6HAI6	E-value: 66E-60;	Score: 517;	Ident.: 34.5%		unreviewed	Bacillus sp. V-88	1938744
A0A1Q3UEV9	E-value: 71E-60;	Score: 517;	Ident.: 35.5%		unreviewed	Mucilaginibacter sp. 44-25	1895794
A0A2J6H2Y5	E-value: 71E-60;	Score: 517;	Ident.: 35.5%		unreviewed	Mucilaginibacter sp.	1882438
D7VH95	E-value: 73E-60;	Score: 517;	Ident.: 34.9%		unreviewed	Sphingobacterium spiritivorum ATCC 33861	525373
A0A2H5Y1M2	E-value: 73E-60;	Score: 517;	Ident.: 35.6%		unreviewed	bacterium HR21	2035416
A0A085L450	E-value: 75E-60;	Score: 517;	Ident.: 34.8%		unreviewed	Schleiferia thermophila str. Yellowstone	1453500
A0A1I6YD05	E-value: 77E-60;	Score: 516;	Ident.: 35.0%		unreviewed	Algoriphagus locisalis	305507
A0A1I2R9T1	E-value: 77E-60;	Score: 516;	Ident.: 35.0%		unreviewed	Algoriphagus hitonicola	435880
A0A2G4FVP5	E-value: 77E-60;	Score: 516;	Ident.: 34.7%		unreviewed	Gemmatimonadetes bacterium	2026742
A0A2E3DQM4	E-value: 77E-60;	Score: 516;	Ident.: 30.7%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A2H0ITP2	E-value: 77E-60;	Score: 516;	Ident.: 35.1%		unreviewed	Cytophagales bacterium CG12_big_fil_rev_8_21_14_0_65_40_12	1973954
A0A2V6CPG0	E-value: 77E-60;	Score: 517;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6DVF7	E-value: 77E-60;	Score: 517;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2T4WUW0	E-value: 79E-60;	Score: 517;	Ident.: 34.7%		unreviewed	Bacteroidetes bacterium	1898104
A0A2V5WYL0	E-value: 81E-60;	Score: 517;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2M8QDM9	E-value: 83E-60;	Score: 516;	Ident.: 36.3%		unreviewed	Chloroflexi bacterium	2026724
A0A136K938	E-value: 84E-60;	Score: 517;	Ident.: 34.3%		unreviewed	Chlorobi bacterium OLB4	1617411
A0A231W649	E-value: 93E-60;	Score: 516;	Ident.: 35.3%		unreviewed	Bacillus sp. OG2	1979526
A0A0M2PG80	E-value: 98E-60;	Score: 516;	Ident.: 34.3%		unreviewed	Bacillus sp. SA1-12	1455638
A0A142HSU8	E-value: 100E-60;	Score: 516;	Ident.: 35.8%		unreviewed	Mucilaginibacter sp. PAMC 26640	1300914
A0A2A2SA93	E-value: 100E-60;	Score: 516;	Ident.: 35.2%		unreviewed	Mucilaginibacter sp. MD40	2029590
L0G2J7	E-value: 110E-60;	Score: 515;	Ident.: 34.1%		unreviewed	Echinicola vietnamensis (strain DSM 17526 / LMG 23754 / KMM 6221)	926556
A0A238YUM9	E-value: 110E-60;	Score: 516;	Ident.: 34.1%		unreviewed	Maribacter sedimenticola	228956
A0A1H7JIY0	E-value: 110E-60;	Score: 516;	Ident.: 34.4%		unreviewed	Maribacter orientalis	228957
A0A316U192	E-value: 110E-60;	Score: 516;	Ident.: 34.4%		unreviewed	Gracilimonas sp. 8A47	2079485
A0A1M6IW12	E-value: 110E-60;	Score: 516;	Ident.: 34.4%		unreviewed	Maribacter aquivivus	228958
A0A2M7NKZ1	E-value: 110E-60;	Score: 515;	Ident.: 34.7%		unreviewed	Flexibacter sp. CG_4_10_14_3_um_filter_32_15	1975530
A0A257W4Y2	E-value: 110E-60;	Score: 515;	Ident.: 34.6%		unreviewed	Sphingobacteriales bacterium 12-47-4	1970580
A0A2V5RA93	E-value: 110E-60;	Score: 516;	Ident.: 33.5%		unreviewed	Verrucomicrobia bacterium	2026799
A0A0M0G719	E-value: 130E-60;	Score: 515;	Ident.: 34.5%		unreviewed	Bacillus marisflavi	189381
Q2B856	E-value: 130E-60;	Score: 515;	Ident.: 35.3%		unreviewed	Bacillus sp. NRRL B-14911	313627
U5L9Y9	E-value: 130E-60;	Score: 515;	Ident.: 35.3%		unreviewed	Bacillus infantis NRRL B-14911	1367477
A0A2T2SM84	E-value: 130E-60;	Score: 517;	Ident.: 34.7%		unreviewed	Bacteroidetes bacterium QH_2_67_10	1919095
A0A2V6LT30	E-value: 130E-60;	Score: 514;	Ident.: 33.8%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1Q5ZTJ0	E-value: 140E-60;	Score: 515;	Ident.: 35.9%		unreviewed	Mucilaginibacter polytrichastri	1302689
A0A1M7INQ5	E-value: 140E-60;	Score: 515;	Ident.: 35.3%		unreviewed	Mucilaginibacter sp. OK098	1855297
U2IXT2	E-value: 150E-60;	Score: 515;	Ident.: 34.9%		unreviewed	Sphingobacterium paucimobilis HER1398	1346330
A0A098SBG8	E-value: 150E-60;	Score: 514;	Ident.: 34.1%		unreviewed	Phaeodactylibacter xiamenensis	1524460
A0A126P8J2	E-value: 150E-60;	Score: 515;	Ident.: 34.4%		unreviewed	Hymenobacter sp. PAMC 26628	1484118
A0A327PP30	E-value: 150E-60;	Score: 514;	Ident.: 34.8%		unreviewed	Algoriphagus yeomjeoni	291403
A0A2U1AR44	E-value: 150E-60;	Score: 514;	Ident.: 35.0%		unreviewed	Pontibacter virosus	1765052
A0A1X9YRY5	E-value: 150E-60;	Score: 514;	Ident.: 35.0%		unreviewed	Pontibacter actiniarum	323450
A0A2D0NJG5	E-value: 150E-60;	Score: 515;	Ident.: 34.4%		unreviewed	Lewinella nigricans DSM 23189 = NBRC 102662	1122177
A0A0P7ASD3	E-value: 150E-60;	Score: 515;	Ident.: 33.8%		unreviewed	Croceitalea dokdonensis DOKDO 023	1300341
A0A1G7YHL8	E-value: 160E-60;	Score: 515;	Ident.: 35.2%		unreviewed	Chitinophaga filiformis (Myxococcus filiformis) (Flexibacter filiformis)	104663
A0A271ITF9	E-value: 170E-60;	Score: 515;	Ident.: 34.4%		unreviewed	Rubrivirga sp. SAORIC476	1961794
A0A2N5G0V3	E-value: 180E-60;	Score: 514;	Ident.: 35.0%		unreviewed	Bacillus sp. UMB0728	2066052
A0A2T2SWP3	E-value: 190E-60;	Score: 513;	Ident.: 36.2%		unreviewed	Bacteroidetes bacterium QH_6_64_77	1919097
C2FZV2	E-value: 200E-60;	Score: 514;	Ident.: 35.2%		unreviewed	Sphingobacterium spiritivorum ATCC 33300	525372
A0A1H4JUC6	E-value: 210E-60;	Score: 514;	Ident.: 34.1%		unreviewed	Maribacter dokdonensis	320912
A0A1B7YXL6	E-value: 210E-60;	Score: 514;	Ident.: 34.1%		unreviewed	Maribacter sp. T28	1836467
A0A327QYY3	E-value: 210E-60;	Score: 514;	Ident.: 34.7%		unreviewed	Chitinophaga skermanii	331697
A0A1I6H9S7	E-value: 210E-60;	Score: 514;	Ident.: 34.1%		unreviewed	Maribacter stanieri	440514
A0A2V5MQM0	E-value: 220E-60;	Score: 514;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2P8FT22	E-value: 220E-60;	Score: 514;	Ident.: 35.0%		unreviewed	Chitinophaga ginsengisoli	363837
A0A285X1F9	E-value: 220E-60;	Score: 514;	Ident.: 35.7%		unreviewed	Salinimicrobium sediminis	1343891
A0A1J7BFS3	E-value: 250E-60;	Score: 513;	Ident.: 35.3%		unreviewed	Streptomyces gilvigriseus	1428644
A0A2S5GGU8	E-value: 260E-60;	Score: 513;	Ident.: 34.7%		unreviewed	Jeotgalibacillus sp. 22-7	2082395
A0A0J6CXE0	E-value: 270E-60;	Score: 513;	Ident.: 36.3%		unreviewed	Anaerobacillus macyae	157733
A0A2H5WSG1	E-value: 270E-60;	Score: 512;	Ident.: 35.4%		unreviewed	bacterium HR15	2035410
A0A1H8QWP2	E-value: 280E-60;	Score: 513;	Ident.: 35.5%		unreviewed	Mucilaginibacter sp. OK283	1881049
A0A223NU53	E-value: 280E-60;	Score: 513;	Ident.: 35.5%		unreviewed	Mucilaginibacter sp. BJC16-A31	1234841
A0A2V9IMI2	E-value: 290E-60;	Score: 513;	Ident.: 35.9%		unreviewed	Acidobacteria bacterium	1978231
M8DYC0	E-value: 290E-60;	Score: 512;	Ident.: 36.4%		unreviewed	Brevibacillus borstelensis AK1	1300222
A0A0F9WJJ8	E-value: 300E-60;	Score: 513;	Ident.: 34.1%		unreviewed	marine sediment metagenome	412755
I3Z863	E-value: 300E-60;	Score: 512;	Ident.: 34.8%		unreviewed	Belliella baltica (strain DSM 15883 / CIP 108006 / LMG 21964 / BA134)	866536
A0A1M6F3C4	E-value: 300E-60;	Score: 513;	Ident.: 35.2%		unreviewed	Hymenobacter daecheongensis DSM 21074	1121955
A0A1Q3GRX7	E-value: 310E-60;	Score: 512;	Ident.: 33.3%		unreviewed	marine bacterium AO1-C	1905359
A0A1M7R306	E-value: 310E-60;	Score: 513;	Ident.: 35.2%		unreviewed	Chitinophaga sp. CF418	1855287
A0A1E5T4H3	E-value: 320E-60;	Score: 513;	Ident.: 35.0%		unreviewed	Fabibacter misakiensis	1563681
A0A136P1M0	E-value: 320E-60;	Score: 513;	Ident.: 33.2%		unreviewed	Chlorobi bacterium OLB5	1617412
A0A2A2GG79	E-value: 350E-60;	Score: 513;	Ident.: 33.6%		unreviewed	Aliifodinibius sp. WN023	2032627
A0A1V9FI73	E-value: 360E-60;	Score: 512;	Ident.: 35.0%		unreviewed	Niastella vici	1703345
A0A0Q6LF35	E-value: 360E-60;	Score: 512;	Ident.: 34.2%		unreviewed	Bacillus sp. Leaf406	1736368
A0A0P6WGZ7	E-value: 360E-60;	Score: 512;	Ident.: 34.5%		unreviewed	Bacillus vietnamensis	218284
A0A1H1QT40	E-value: 390E-60;	Score: 512;	Ident.: 35.5%		unreviewed	Mucilaginibacter mallensis	652787
A0A0E3ZIQ6	E-value: 390E-60;	Score: 512;	Ident.: 34.7%		unreviewed	Pontibacter korlensis	400092
A0A1Z9DLB2	E-value: 400E-60;	Score: 511;	Ident.: 34.9%		unreviewed	Flavobacteriaceae bacterium TMED121	1986703
A0A2E5XRA4	E-value: 400E-60;	Score: 511;	Ident.: 34.5%		unreviewed	Euryarchaeota archaeon	2026739
A0A081PH81	E-value: 410E-60;	Score: 512;	Ident.: 35.1%		unreviewed	Pedobacter antarcticus 4BY	1358423
A0A1I2IB89	E-value: 410E-60;	Score: 512;	Ident.: 35.1%		unreviewed	Pedobacter antarcticus	34086
A0A0C1L4M4	E-value: 410E-60;	Score: 512;	Ident.: 35.0%		unreviewed	Flavihumibacter solisilvae	1349421
A0A2V9J0M7	E-value: 410E-60;	Score: 512;	Ident.: 35.9%		unreviewed	Acidobacteria bacterium	1978231
A0A0R2VL92	E-value: 420E-60;	Score: 512;	Ident.: 34.1%		unreviewed	Sphingobacteriales bacterium BACL12 MAG-120802-bin5	1655599
A0A2T0MJE4	E-value: 430E-60;	Score: 512;	Ident.: 33.5%		unreviewed	Muricauda pacifica	1080225
A0A2V6FBF3	E-value: 430E-60;	Score: 512;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6GUD3	E-value: 430E-60;	Score: 512;	Ident.: 34.1%		unreviewed	Verrucomicrobia bacterium	2026799
U5BSD1	E-value: 440E-60;	Score: 512;	Ident.: 34.1%		unreviewed	Rhodonellum psychrophilum GCM71 = DSM 17998	1123057
A0A0V1QUQ8	E-value: 450E-60;	Score: 513;	Ident.: 33.8%		unreviewed	Maribacter dokdonensis DSW-8	1300346
A0A1M7KWQ2	E-value: 450E-60;	Score: 512;	Ident.: 34.4%		unreviewed	Chitinophaga jiangningensis	1419482
A0A2V5NW57	E-value: 450E-60;	Score: 512;	Ident.: 33.5%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1H8LLG1	E-value: 500E-60;	Score: 511;	Ident.: 36.1%		unreviewed	Paenibacillus sp. OV219	1884377
A0A2A9BR33	E-value: 510E-60;	Score: 511;	Ident.: 34.8%		unreviewed	Bacillus sp. es.034	1761763
A0A1H0M2H9	E-value: 510E-60;	Score: 511;	Ident.: 34.3%		unreviewed	Paenibacillus sp. yr247	1761880
A0A2D8CLL5	E-value: 520E-60;	Score: 510;	Ident.: 34.5%		unreviewed	Balneola sp.	2024824
A0A0A7LPK1	E-value: 560E-60;	Score: 511;	Ident.: 35.3%		unreviewed	Hymenobacter sp. DG25B	1385664
A0A246FP76	E-value: 560E-60;	Score: 511;	Ident.: 35.2%		unreviewed	Hymenobacter sp. CCM 8682	2006685
A0A0C1IHH1	E-value: 560E-60;	Score: 511;	Ident.: 34.7%		unreviewed	Flavihumibacter sp. ZG627	1463156
A0A249T1M0	E-value: 560E-60;	Score: 511;	Ident.: 34.4%		unreviewed	Chitinophaga sp. MD30	2033437
A0A1G1SV17	E-value: 560E-60;	Score: 511;	Ident.: 34.7%		unreviewed	Hymenobacter lapidarius	1908237
A0A088F3Z6	E-value: 570E-60;	Score: 511;	Ident.: 35.2%		unreviewed	Sphingobacterium sp. ML3W	1538644
A0A2V5ZB23	E-value: 630E-60;	Score: 511;	Ident.: 33.2%		unreviewed	Verrucomicrobia bacterium	2026799
G8TPS2	E-value: 700E-60;	Score: 510;	Ident.: 34.7%		unreviewed	Niastella koreensis (strain DSM 17620 / KACC 11465 / GR20-10)	700598
A0A2A8VDV3	E-value: 720E-60;	Score: 510;	Ident.: 34.4%		unreviewed	Bacillus sp. AFS015802	2033486
A0A2N5GCY4	E-value: 720E-60;	Score: 510;	Ident.: 35.3%		unreviewed	Bacillus sp. V3-13	2053728
A0A1N7BMM5	E-value: 760E-60;	Score: 510;	Ident.: 34.6%		unreviewed	Bacillus simplex	1478
A0A0B5AWF3	E-value: 760E-60;	Score: 510;	Ident.: 34.5%		unreviewed	Jeotgalibacillus malaysiensis	1508404
C6VXI7	E-value: 780E-60;	Score: 510;	Ident.: 35.2%		unreviewed	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / NS114)	471854
A0A136L8J5	E-value: 780E-60;	Score: 510;	Ident.: 33.5%		unreviewed	Bacteroidetes bacterium OLB8	1617419
A0A2E8VHC3	E-value: 800E-60;	Score: 509;	Ident.: 33.0%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A2D9WZK0	E-value: 800E-60;	Score: 509;	Ident.: 34.5%		unreviewed	Euryarchaeota archaeon	2026739
A0A1I5RYY0	E-value: 800E-60;	Score: 510;	Ident.: 35.0%		unreviewed	Parafilimonas terrae	1465490
A1ZPY8	E-value: 800E-60;	Score: 510;	Ident.: 34.8%		unreviewed	Microscilla marina ATCC 23134	313606
A0A1Q4F8V5	E-value: 800E-60;	Score: 510;	Ident.: 35.5%		unreviewed	Sphingobacteriales bacterium 44-15	1895837
A0A1I1ASM7	E-value: 840E-60;	Score: 509;	Ident.: 35.3%		unreviewed	Algoriphagus aquimarinus	237018
A3HSH6	E-value: 840E-60;	Score: 509;	Ident.: 34.1%		unreviewed	Algoriphagus machipongonensis	388413
A0A1Q3TBJ3	E-value: 850E-60;	Score: 510;	Ident.: 34.7%		unreviewed	Sphingobacteriales bacterium 44-61	1895838
A0A2Z4LU35	E-value: 850E-60;	Score: 510;	Ident.: 33.5%		unreviewed	Spongiibacterium sp. HME9304	1383885
A0A0S4PIG8	E-value: 1.1E-57;	Score: 508;	Ident.: 35.4%		unreviewed	Armatimonadetes bacterium GXS	1661582
A0A2H5WNM4	E-value: 1.1E-57;	Score: 508;	Ident.: 35.4%		unreviewed	bacterium HR14	2035409
A0A068NZ78	E-value: 1.1E-57;	Score: 508;	Ident.: 34.6%		unreviewed	Fimbriimonas ginsengisoli Gsoil 348	661478
A0A2D8PGR8	E-value: 1.1E-57;	Score: 508;	Ident.: 33.6%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A1Y2RGJ4	E-value: 1.1E-57;	Score: 509;	Ident.: 34.7%		unreviewed	Chitinophagaceae bacterium IBVUCB2	1985174
A0A1R3XNF5	E-value: 1.2E-57;	Score: 508;	Ident.: 34.7%		unreviewed	Pontibacter indicus	1317125
A0A2V6AHZ5	E-value: 1.3E-57;	Score: 509;	Ident.: 34.1%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V5WHP1	E-value: 1.3E-57;	Score: 509;	Ident.: 34.1%		unreviewed	Verrucomicrobia bacterium	2026799
A0A257LA16	E-value: 1.4E-57;	Score: 508;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium B1(2017)	2015582
A0A1G0BBY3	E-value: 1.5E-57;	Score: 509;	Ident.: 35.6%		unreviewed	Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11	1798016
A0A2T0T837	E-value: 1.5E-57;	Score: 508;	Ident.: 35.2%		unreviewed	Spirosoma oryzae	1469603
A0A1G7J8W3	E-value: 1.5E-57;	Score: 508;	Ident.: 36.1%		unreviewed	Mucilaginibacter pineti	1391627
A0A2V4VZM6	E-value: 1.5E-57;	Score: 508;	Ident.: 34.4%		unreviewed	Paenibacillus sp. OV191	2135473
A0A2M8NYY1	E-value: 1.5E-57;	Score: 508;	Ident.: 35.7%		unreviewed	Chloroflexi bacterium	2026724
A0A2E7JWU1	E-value: 1.6E-57;	Score: 507;	Ident.: 33.9%		unreviewed	Euryarchaeota archaeon	2026739
A0A0C1UFS8	E-value: 1.7E-57;	Score: 507;	Ident.: 34.7%		unreviewed	Hassallia byssoidea VB512170	1304833
A0A316L0G4	E-value: 1.7E-57;	Score: 508;	Ident.: 33.0%		unreviewed	Flagellimonas sp. ECD12	2201895
F4KSE5	E-value: 1.7E-57;	Score: 508;	Ident.: 35.0%		unreviewed	Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)	760192
A0A150AK04	E-value: 1.7E-57;	Score: 507;	Ident.: 34.4%		unreviewed	Flammeovirga sp. SJP92	1775430
A0A2W7RYR3	E-value: 1.7E-57;	Score: 508;	Ident.: 34.2%		unreviewed	Hydrotalea sandarakina	1004304
A0A2G6JMC2	E-value: 2.0E-57;	Score: 506;	Ident.: 34.6%		unreviewed	Planctomycetes bacterium	2026780
A0A2H3N0A6	E-value: 2.0E-57;	Score: 507;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS017336	2033489
A0A2A7X0T3	E-value: 2.0E-57;	Score: 507;	Ident.: 34.5%		unreviewed	Bacillus sp. AFS002410	2033481
A0A1S1FN96	E-value: 2.0E-57;	Score: 507;	Ident.: 34.9%		unreviewed	Bacillus sp. HMSC76G11	1608910
A0A1Z5SGQ2	E-value: 2.1E-57;	Score: 508;	Ident.: 34.2%		unreviewed	Chitinophagaceae bacterium IBVUCB1	1985173
A0A257BCY8	E-value: 2.2E-57;	Score: 506;	Ident.: 35.1%		unreviewed	Armatimonadetes bacterium JP3_11	2012635
A0A1C2GLZ2	E-value: 2.2E-57;	Score: 507;	Ident.: 35.3%		unreviewed	Mucilaginibacter sp. PPCGB 2223	1886027
A0A0U4C657	E-value: 2.2E-57;	Score: 507;	Ident.: 34.7%		unreviewed	Hymenobacter sedentarius	1411621
A0A2E3NY25	E-value: 2.2E-57;	Score: 506;	Ident.: 34.2%		unreviewed	Euryarchaeota archaeon	2026739
A0A2E9VIN3	E-value: 2.2E-57;	Score: 506;	Ident.: 34.9%		unreviewed	Euryarchaeota archaeon	2026739
A0A2E7SKA2	E-value: 2.2E-57;	Score: 506;	Ident.: 32.9%		unreviewed	Euryarchaeota archaeon	2026739
A0A1G7VX98	E-value: 2.2E-57;	Score: 507;	Ident.: 35.6%		unreviewed	Dyadobacter soli	659014
A0A2U3KBP6	E-value: 2.2E-57;	Score: 507;	Ident.: 34.8%		unreviewed	Candidatus Sulfopaludibacter sp. SbA4	2043165
A0A0K9YKG7	E-value: 2.3E-57;	Score: 506;	Ident.: 34.3%		unreviewed	Brevibacillus reuszeri	54915
A0A223V6D3	E-value: 2.3E-57;	Score: 507;	Ident.: 34.7%		unreviewed	Maribacter cobaltidurans	1178778
A0A1H3BCM5	E-value: 2.4E-57;	Score: 507;	Ident.: 35.0%		unreviewed	Hymenobacter psychrophilus	651662
A0A2W4IKQ4	E-value: 2.4E-57;	Score: 507;	Ident.: 34.9%		unreviewed	Candidatus Melainabacteria bacterium	2052166
A0A1Q3WZH0	E-value: 2.5E-57;	Score: 507;	Ident.: 34.7%		unreviewed	Spirosoma sp. 48-14	1895854
A0A2V6L6P3	E-value: 2.5E-57;	Score: 507;	Ident.: 33.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V5R4N6	E-value: 2.5E-57;	Score: 507;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
U1HSQ2	E-value: 2.8E-57;	Score: 509;	Ident.: 34.3%		unreviewed	Endocarpon pusillum (strain Z07020 / HMAS-L-300199) (Lichen-forming fungus)	1263415
A0A117SEI5	E-value: 2.9E-57;	Score: 507;	Ident.: 35.0%		unreviewed	Lutibacter sp. BRH_c52	1734397
A0A2N2X882	E-value: 2.9E-57;	Score: 507;	Ident.: 35.3%		unreviewed	Bacteroidetes bacterium HGW-Bacteroidetes-3	2013693
A0A1B6YCD6	E-value: 2.9E-57;	Score: 505;	Ident.: 33.9%		unreviewed	Balneola sp. EhC07	1849360
A0A242W1K9	E-value: 2.9E-57;	Score: 506;	Ident.: 34.4%		unreviewed	Bacillus thuringiensis serovar mexicanensis	180868
A0A2A8THY6	E-value: 3.0E-57;	Score: 506;	Ident.: 34.3%		unreviewed	Bacillus sp. AFS017274	2033488
A0A161RYG2	E-value: 3.2E-57;	Score: 505;	Ident.: 35.4%		unreviewed	Brevibacillus parabrevis	54914
J2IC16	E-value: 3.2E-57;	Score: 505;	Ident.: 34.6%		unreviewed	Brevibacillus sp. CF112	1144311
A0A0C1F4M0	E-value: 3.2E-57;	Score: 506;	Ident.: 36.1%		unreviewed	Chryseobacterium solincola	510955
A0A1M3E6I3	E-value: 3.3E-57;	Score: 506;	Ident.: 35.2%		unreviewed	Bacteroidetes bacterium 43-16	1895923
A0A2V6IT48	E-value: 3.3E-57;	Score: 506;	Ident.: 33.8%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V5TEG0	E-value: 3.3E-57;	Score: 506;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2D9HR76	E-value: 3.4E-57;	Score: 506;	Ident.: 35.4%		unreviewed	Crocinitomicaceae bacterium	2026728
A0A2N9NBH8	E-value: 3.4E-57;	Score: 506;	Ident.: 34.6%		unreviewed	Candidatus Sulfotelmatobacter sp. SbA7	2043160
A0A1I2A8S0	E-value: 3.4E-57;	Score: 505;	Ident.: 34.1%		unreviewed	Thermoflexibacter ruber	1003
I0K4R7	E-value: 3.6E-57;	Score: 507;	Ident.: 34.7%		unreviewed	Fibrella aestuarina BUZ 2	1166018
A0A2T5SGT8	E-value: 4.0E-57;	Score: 505;	Ident.: 34.7%		unreviewed	Bacillus sp. OV186	2135741
A0A1J9V0P3	E-value: 4.1E-57;	Score: 505;	Ident.: 34.1%		unreviewed	Bacillus sp. N35-10-2	1866313
A0A090YPI4	E-value: 4.1E-57;	Score: 505;	Ident.: 33.8%		unreviewed	Bacillus mycoides	1405
A0A0S4PQA5	E-value: 4.2E-57;	Score: 504;	Ident.: 35.1%		unreviewed	Armatimonadetes bacterium DC	1661583
A0A0M4HT28	E-value: 4.3E-57;	Score: 505;	Ident.: 34.7%		unreviewed	Hymenobacter sp. DG25A	1385663
A0A1N7RD61	E-value: 4.3E-57;	Score: 505;	Ident.: 34.7%		unreviewed	Filimonas lacunae	477680
A0A2E0PHV5	E-value: 4.4E-57;	Score: 504;	Ident.: 32.7%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A317EWC9	E-value: 4.5E-57;	Score: 505;	Ident.: 34.7%		unreviewed	Pedobacter yonginense	651869
A0A1V6LUK3	E-value: 4.5E-57;	Score: 505;	Ident.: 33.2%		unreviewed	Croceivirga radicis	1929488
A0A2N4X749	E-value: 4.5E-57;	Score: 505;	Ident.: 34.1%		unreviewed	Emticicia sp. TH156	2067454
A0A1N6WKX6	E-value: 4.5E-57;	Score: 505;	Ident.: 33.5%		unreviewed	Maribacter ulvicola	228959
A0A2E4L4L4	E-value: 4.5E-57;	Score: 505;	Ident.: 33.5%		unreviewed	Flammeovirgaceae bacterium	2026740
A0A291BPI3	E-value: 4.5E-57;	Score: 504;	Ident.: 34.9%		unreviewed	Brevibacillus brevis X23	1200792
L5MNC7	E-value: 4.5E-57;	Score: 504;	Ident.: 34.6%		unreviewed	Brevibacillus agri BAB-2500	1246477
A0A2V6DNB8	E-value: 4.7E-57;	Score: 505;	Ident.: 33.8%		unreviewed	Verrucomicrobia bacterium	2026799
A0A0D2CN70	E-value: 5.0E-57;	Score: 508;	Ident.: 35.2%		unreviewed	Phialophora americana	5601
A0A084GJG3	E-value: 5.6E-57;	Score: 504;	Ident.: 33.9%		unreviewed	Bacillus indicus	246786
A0A242XPJ0	E-value: 5.8E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Bacillus thuringiensis serovar guiyangiensis	180871
A0A2A8WTC9	E-value: 5.8E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Bacillus anthracis	1392
A0A2A7D2L1	E-value: 5.8E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Bacillus anthracis	1392
A0A2C0X4N9	E-value: 5.8E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Bacillus cereus	1396
A0A2A7DY65	E-value: 5.8E-57;	Score: 504;	Ident.: 34.1%		unreviewed	Bacillus sp. AFS094611	2033516
A0A1N7FQ63	E-value: 6.1E-57;	Score: 504;	Ident.: 35.0%		unreviewed	Mucilaginibacter lappiensis	354630
A0A2M9BT30	E-value: 6.1E-57;	Score: 504;	Ident.: 35.2%		unreviewed	Hymenobacter chitinivorans DSM 11115	1121954
A0A2E0G7D1	E-value: 6.2E-57;	Score: 503;	Ident.: 32.7%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A2D5YID9	E-value: 6.2E-57;	Score: 503;	Ident.: 34.9%		unreviewed	Euryarchaeota archaeon	2026739
A0A1H7MAM2	E-value: 6.2E-57;	Score: 504;	Ident.: 35.1%		unreviewed	Parapedobacter koreensis	332977
A0A0M3CG45	E-value: 6.2E-57;	Score: 504;	Ident.: 34.6%		unreviewed	Sphingobacterium sp. IITKGP-BTPF85	1338009
